,id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob
0,0,0,0.0,1.8, What's up everybody and welcome to flagrant.,"[50363, 1867, 338, 510, 7288, 290, 7062, 284, 6056, 5250, 13, 50453]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
1,1,0,1.8,6.72, And today I am incredibly happy to have an illustrious guest.,"[50453, 843, 1909, 314, 716, 8131, 3772, 284, 423, 281, 47887, 8319, 13, 50699]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
2,2,0,6.72,11.28, A absolute goat in the YouTube realm.,"[50699, 317, 4112, 26917, 287, 262, 7444, 13360, 13, 50927]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
3,3,0,11.28,13.68, The greatest at what he does.,"[50927, 383, 6000, 379, 644, 339, 857, 13, 51047]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
4,4,0,13.68,17.36, And I think you can make argument for one of the greatest YouTubers ever.,"[51047, 843, 314, 892, 345, 460, 787, 4578, 329, 530, 286, 262, 6000, 921, 51, 549, 364, 1683, 13, 51231]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
5,5,0,17.36,20.68, I'm sure you wanna be the greatest YouTuber ever.,"[51231, 314, 1101, 1654, 345, 18869, 307, 262, 6000, 921, 51, 18478, 1683, 13, 51397]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
6,6,0,20.68,23.48," He's gonna, I mean you guys know, Marcus Brown.","[51397, 679, 338, 8066, 11, 314, 1612, 345, 3730, 760, 11, 17068, 4373, 13, 51537]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
7,7,0,23.48,25.48," Hey, Marcus Brown.","[51537, 14690, 11, 17068, 4373, 13, 51637]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
8,8,0,25.48,27.52, I'm going to throw you up up top.,"[51637, 314, 1101, 1016, 284, 3714, 345, 510, 510, 1353, 13, 51739]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
9,9,0,27.52,28.8, I'm so excited you're here.,"[51739, 314, 1101, 523, 6568, 345, 821, 994, 13, 51803]",0.0,-0.40200496855236234,1.6486486486486487,0.025311728939414024
10,10,2880,28.8,32.84, Now you said that you're gonna review a sex robot with us.,"[50363, 2735, 345, 531, 326, 345, 821, 8066, 2423, 257, 1714, 9379, 351, 514, 13, 50565]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
11,11,2880,32.84,34.160000000000004, Yeah.,"[50565, 9425, 13, 50631]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
12,12,2880,34.160000000000004,35.120000000000005, This is new to me.,"[50631, 770, 318, 649, 284, 502, 13, 50679]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
13,13,2880,35.120000000000005,36.120000000000005, Yeah.,"[50679, 9425, 13, 50729]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
14,14,2880,36.120000000000005,37.120000000000005, What?,"[50729, 1867, 30, 50779]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
15,15,2880,37.120000000000005,38.72, I emailed you that.,"[50779, 314, 24315, 345, 326, 13, 50859]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
16,16,2880,38.72,39.72, Yeah.,"[50859, 9425, 13, 50909]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
17,17,2880,39.72,40.72," No, you emailed me.","[50909, 1400, 11, 345, 24315, 502, 13, 50959]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
18,18,2880,40.72,43.64," You're like, I have a cool review we might be able to do on your channel because it really","[50959, 921, 821, 588, 11, 314, 423, 257, 3608, 2423, 356, 1244, 307, 1498, 284, 466, 319, 534, 6518, 780, 340, 1107, 51105]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
19,19,2880,43.64,45.2, wouldn't work on my stuff.,"[51105, 3636, 470, 670, 319, 616, 3404, 13, 51183]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
20,20,2880,45.2,48.400000000000006," And I was like, okay, that'd be kind of fun.","[51183, 843, 314, 373, 588, 11, 8788, 11, 326, 1549, 307, 1611, 286, 1257, 13, 51343]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
21,21,2880,48.400000000000006,51.44," And so we'll do that a little bit later, but everybody that's tuned in.","[51343, 843, 523, 356, 1183, 466, 326, 257, 1310, 1643, 1568, 11, 475, 7288, 326, 338, 16524, 287, 13, 51495]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
22,22,2880,51.44,56.16," But I need to let you know, you see that's for like retention or whatever.","[51495, 887, 314, 761, 284, 1309, 345, 760, 11, 345, 766, 326, 338, 329, 588, 21545, 393, 4232, 13, 51731]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
23,23,2880,56.16,57.16," Yeah, yeah, yeah.","[51731, 9425, 11, 10194, 11, 10194, 13, 51781]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
24,24,2880,57.16,58.16, I'll see you.,"[51781, 314, 1183, 766, 345, 13, 51831]",0.0,-0.32035098075866697,1.7007042253521127,0.10260865837335587
25,25,5816,58.16,59.16, That's fine.,"[50363, 1320, 338, 3734, 13, 50413]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
26,26,5816,59.16,60.16, We need that.,"[50413, 775, 761, 326, 13, 50463]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
27,27,5816,60.16,61.16, Take that.,"[50463, 7214, 326, 13, 50513]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
28,28,5816,61.16,62.16," Jimmy, you piece of shit.","[50513, 12963, 11, 345, 3704, 286, 7510, 13, 50563]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
29,29,5816,62.16,63.16, What?,"[50563, 1867, 30, 50613]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
30,30,5816,63.16,64.16, What did he do?,"[50613, 1867, 750, 339, 466, 30, 50663]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
31,31,5816,64.16,65.16, He did nothing to do.,"[50663, 679, 750, 2147, 284, 466, 13, 50713]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
32,32,5816,65.16,66.16, He helped you.,"[50713, 679, 4193, 345, 13, 50763]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
33,33,5816,66.16,67.16, Did he try and make me fat with these cookies?,"[50763, 7731, 339, 1949, 290, 787, 502, 3735, 351, 777, 14746, 30, 50813]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
34,34,5816,67.16,68.16," Oh, yeah, that's true.","[50813, 3966, 11, 10194, 11, 326, 338, 2081, 13, 50863]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
35,35,5816,68.16,69.16," So I have to let you know something, Mr. Brownlee.","[50863, 1406, 314, 423, 284, 1309, 345, 760, 1223, 11, 1770, 13, 4373, 7197, 13, 50913]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
36,36,5816,69.16,70.16, Sure.,"[50913, 10889, 13, 50963]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
37,37,5816,70.16,72.16, You were partially responsible for one of the most embarrassing things that's ever happened,"[50963, 921, 547, 12387, 4497, 329, 530, 286, 262, 749, 18997, 1243, 326, 338, 1683, 3022, 51063]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
38,38,5816,72.16,73.16, to me.,"[51063, 284, 502, 13, 51113]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
39,39,5816,73.16,74.16, Explain?,"[51113, 48605, 30, 51163]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
40,40,5816,74.16,76.16, Are you familiar with this maybe?,"[51163, 4231, 345, 5385, 351, 428, 3863, 30, 51263]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
41,41,5816,76.16,77.16, No.,"[51263, 1400, 13, 51313]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
42,42,5816,77.16,78.16, Okay.,"[51313, 16805, 13, 51363]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
43,43,5816,78.16,79.16, We're gonna put up a video.,"[51363, 775, 821, 8066, 1234, 510, 257, 2008, 13, 51413]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
44,44,5816,79.16,81.16," We had Jake Tran, the YouTuber on here.","[51413, 775, 550, 14757, 833, 272, 11, 262, 921, 51, 18478, 319, 994, 13, 51513]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
45,45,5816,81.16,82.16, Okay.,"[51513, 16805, 13, 51563]",0.0,-0.17574082207433955,1.6228070175438596,0.06260422617197037
