,id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob
0,0,0,0.0,5.0, Hello.,"[50363, 18435, 13, 50613]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
1,1,0,5.0,6.0, Joe.,"[50613, 5689, 13, 50663]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
2,2,0,6.0,7.0, What's going on man?,"[50663, 1867, 338, 1016, 319, 582, 30, 50713]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
3,3,0,7.0,8.0, Good to see you.,"[50713, 4599, 284, 766, 345, 13, 50763]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
4,4,0,8.0,9.0, Thanks.,"[50763, 6930, 13, 50813]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
5,5,0,9.0,10.0, Thanks.,"[50813, 6930, 13, 50863]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
6,6,0,10.0,11.0, I feel a little overdressed.,"[50863, 314, 1254, 257, 1310, 14904, 2790, 13, 50913]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
7,7,0,11.0,12.0, Sorry about this.,"[50913, 19061, 546, 428, 13, 50963]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
8,8,0,12.0,13.0, You look good.,"[50963, 921, 804, 922, 13, 51013]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
9,9,0,13.0,14.0," Oh, look at that.","[51013, 3966, 11, 804, 379, 326, 13, 51063]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
10,10,0,14.0,15.0, A little bit of starry night there.,"[51063, 317, 1310, 1643, 286, 3491, 563, 1755, 612, 13, 51113]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
11,11,0,15.0,16.0," Yeah, you're really into that huh?","[51113, 9425, 11, 345, 821, 1107, 656, 326, 24926, 30, 51163]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
12,12,0,16.0,17.0," Yeah, I got that.","[51163, 9425, 11, 314, 1392, 326, 13, 51213]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
13,13,0,17.0,18.0, Is that what's on your phone?,"[51213, 1148, 326, 644, 338, 319, 534, 3072, 30, 51263]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
14,14,0,18.0,19.0," So you remembered, yeah.","[51263, 1406, 345, 12086, 11, 10194, 13, 51313]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
15,15,0,19.0,20.0," Yeah, yeah.","[51313, 9425, 11, 10194, 13, 51363]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
16,16,0,20.0,22.0, It's on the phone.,"[51363, 632, 338, 319, 262, 3072, 13, 51463]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
17,17,0,22.0,23.0, Starry night.,"[51463, 2907, 563, 1755, 13, 51513]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
18,18,0,23.0,25.0, What do I like about starry night?,"[51513, 1867, 466, 314, 588, 546, 3491, 563, 1755, 30, 51613]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
19,19,0,25.0,29.0, It's not what Van Gogh saw that night.,"[51613, 632, 338, 407, 644, 6656, 1514, 456, 2497, 326, 1755, 13, 51813]",0.0,-0.24437713623046875,1.7142857142857142,0.3580099940299988
20,20,2900,29.0,30.0, It's what he felt.,"[50363, 632, 338, 644, 339, 2936, 13, 50413]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
21,21,2900,30.0,32.0, How do you know what he felt?,"[50413, 1374, 466, 345, 760, 644, 339, 2936, 30, 50513]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
22,22,2900,32.0,35.0, Because this is not a representation of reality.,"[50513, 4362, 428, 318, 407, 257, 10552, 286, 3950, 13, 50663]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
23,23,2900,35.0,36.0," Oh, yeah.","[50663, 3966, 11, 10194, 13, 50713]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
24,24,2900,36.0,42.0, And anything that deviates from reality is reality that has filtered through your senses.,"[50713, 843, 1997, 326, 1614, 32820, 422, 3950, 318, 3950, 326, 468, 29083, 832, 534, 17627, 13, 51013]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
25,25,2900,42.0,46.0, And I think art at its highest is exactly that.,"[51013, 843, 314, 892, 1242, 379, 663, 4511, 318, 3446, 326, 13, 51213]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
26,26,2900,46.0,50.0," If this was an exact depiction of reality, it would be a photograph and I don't need the artist.","[51213, 1002, 428, 373, 281, 2748, 33016, 286, 3950, 11, 340, 561, 307, 257, 8408, 290, 314, 836, 470, 761, 262, 6802, 13, 51413]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
27,27,2900,50.0,51.0, Hmm.,"[51413, 43352, 13, 51463]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
28,28,2900,51.0,52.0, Okay.,"[51463, 16805, 13, 51513]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
29,29,2900,52.0,58.0, So even photographs that take you to a slightly other kind of dimension as you gaze upon them.,"[51513, 1406, 772, 12566, 326, 1011, 345, 284, 257, 4622, 584, 1611, 286, 15793, 355, 345, 17841, 2402, 606, 13, 51813]",0.0,-0.07559977287103321,1.671641791044776,0.008674150332808495
30,30,5800,58.0,61.0, It's more than what was actually going on at the time.,"[50363, 632, 338, 517, 621, 644, 373, 1682, 1016, 319, 379, 262, 640, 13, 50513]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
31,31,5800,61.0,65.0, And that's art taken to the craft of photography.,"[50513, 843, 326, 338, 1242, 2077, 284, 262, 5977, 286, 16223, 13, 50713]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
32,32,5800,65.0,66.0, That's why you like it?,"[50713, 1320, 338, 1521, 345, 588, 340, 30, 50763]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
33,33,5800,66.0,67.0, That's one of the reasons why.,"[50763, 1320, 338, 530, 286, 262, 3840, 1521, 13, 50813]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
34,34,5800,67.0,77.0," Plus, I think it was the very first painting where its title is the background.","[50813, 8227, 11, 314, 892, 340, 373, 262, 845, 717, 12036, 810, 663, 3670, 318, 262, 4469, 13, 51313]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
35,35,5800,77.0,78.0, Think about that.,"[51313, 11382, 546, 326, 13, 51363]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
36,36,5800,78.0,83.0," This could have been called, you know, in the full painting, obviously this is a snippet.","[51363, 770, 714, 423, 587, 1444, 11, 345, 760, 11, 287, 262, 1336, 12036, 11, 6189, 428, 318, 257, 39442, 13, 51613]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
37,37,5800,83.0,84.0, A town.,"[51613, 317, 3240, 13, 51663]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
38,38,5800,84.0,85.0, Yeah.,"[51663, 9425, 13, 51713]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
39,39,5800,85.0,86.0, So there's a town there.,"[51713, 1406, 612, 338, 257, 3240, 612, 13, 51763]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
40,40,5800,86.0,87.0, There's a cypress tree.,"[51763, 1318, 338, 257, 3075, 8439, 5509, 13, 51813]",0.0,-0.13381097374892817,1.6205533596837944,0.00799946766346693
41,41,8700,87.0,88.0, It could have been called the cypress tree.,"[50363, 632, 714, 423, 587, 1444, 262, 3075, 8439, 5509, 13, 50413]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
42,42,8700,88.0,90.0, It could have been called Sleepy Village.,"[50413, 632, 714, 423, 587, 1444, 17376, 88, 14812, 13, 50513]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
43,43,8700,90.0,92.0, It could have been called Rolling Hills.,"[50513, 632, 714, 423, 587, 1444, 21567, 14379, 13, 50613]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
44,44,8700,92.0,94.0," But no, it's called Starry Night.","[50613, 887, 645, 11, 340, 338, 1444, 2907, 563, 5265, 13, 50713]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
45,45,8700,94.0,100.0," And everything in front of it, everything in front of it is just in the way.","[50713, 843, 2279, 287, 2166, 286, 340, 11, 2279, 287, 2166, 286, 340, 318, 655, 287, 262, 835, 13, 51013]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
46,46,8700,100.0,104.0, And how often do you paint something where the title is the background?,"[51013, 843, 703, 1690, 466, 345, 7521, 1223, 810, 262, 3670, 318, 262, 4469, 30, 51213]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
47,47,8700,104.0,106.0, That that's my point.,"[51213, 1320, 326, 338, 616, 966, 13, 51313]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
48,48,8700,106.0,110.0," And in this particular case, the background is the universe.","[51313, 843, 287, 428, 1948, 1339, 11, 262, 4469, 318, 262, 6881, 13, 51513]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
49,49,8700,110.0,114.0," And so, so for me, this was a pivot point in art.","[51513, 843, 523, 11, 523, 329, 502, 11, 428, 373, 257, 30355, 966, 287, 1242, 13, 51713]",0.0,-0.10548550965356045,1.8571428571428572,0.0020832878071814775
50,50,11400,114.0,119.52," And it's 1889, which is recent given the history of paintings and, you know, that go","[50363, 843, 340, 338, 49545, 11, 543, 318, 2274, 1813, 262, 2106, 286, 21641, 290, 11, 345, 760, 11, 326, 467, 50639]",0.0,-0.2727557017390889,1.646341463414634,0.19588984549045563
51,51,11400,119.52,120.72, all the way back.,"[50639, 477, 262, 835, 736, 13, 50699]",0.0,-0.2727557017390889,1.646341463414634,0.19588984549045563
52,52,11400,120.72,122.2," So yeah, there it is.","[50699, 1406, 10194, 11, 612, 340, 318, 13, 50773]",0.0,-0.2727557017390889,1.646341463414634,0.19588984549045563
53,53,11400,122.2,123.96000000000001, Is that your favorite painting ever?,"[50773, 1148, 326, 534, 4004, 12036, 1683, 30, 50861]",0.0,-0.2727557017390889,1.646341463414634,0.19588984549045563
