,id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob
0,0,0,0.0,5.44," The following is a conversation with Mark Zuckerberg, his second time on this podcast.","[50363, 383, 1708, 318, 257, 5273, 351, 2940, 32584, 11, 465, 1218, 640, 319, 428, 9905, 13, 50635]",0.0,-0.21306417299353558,1.5137254901960784,0.04457198455929756
1,1,0,5.44,12.56," He's the CEO of Meta that owns Facebook, Instagram and WhatsApp, all services used by billions of","[50635, 679, 338, 262, 6123, 286, 30277, 326, 12216, 3203, 11, 10767, 290, 37666, 11, 477, 2594, 973, 416, 13188, 286, 50991]",0.0,-0.21306417299353558,1.5137254901960784,0.04457198455929756
2,2,0,12.56,18.240000000000002, people to connect with each other. We talk about his vision for the future of Meta and the future,"[50991, 661, 284, 2018, 351, 1123, 584, 13, 775, 1561, 546, 465, 5761, 329, 262, 2003, 286, 30277, 290, 262, 2003, 51275]",0.0,-0.21306417299353558,1.5137254901960784,0.04457198455929756
3,3,0,18.240000000000002,26.8," of AI in our human world. This is the Lex Friedman podcast and now, dear friends, here's Mark Sockberg.","[51275, 286, 9552, 287, 674, 1692, 995, 13, 770, 318, 262, 17210, 25865, 9905, 290, 783, 11, 13674, 2460, 11, 994, 338, 2940, 311, 735, 3900, 13, 51703]",0.0,-0.21306417299353558,1.5137254901960784,0.04457198455929756
4,4,2680,27.68,34.160000000000004," So you competed in your first digital tournament and me as a fellow digital practitioner competitor,","[50407, 1406, 345, 32440, 287, 534, 717, 4875, 7756, 290, 502, 355, 257, 5891, 4875, 32110, 20319, 11, 50731]",0.0,-0.2640182413953416,1.6024590163934427,0.19275757670402527
5,5,2680,34.160000000000004,39.36," I think that's really inspiring given all the things you have going on. So I gotta ask, what was","[50731, 314, 892, 326, 338, 1107, 20886, 1813, 477, 262, 1243, 345, 423, 1016, 319, 13, 1406, 314, 17753, 1265, 11, 644, 373, 50991]",0.0,-0.2640182413953416,1.6024590163934427,0.19275757670402527
6,6,2680,39.36,45.28," that experience like? Oh, it's fun. I know. Yeah, I mean, look, I'm a pretty competitive person.","[50991, 326, 1998, 588, 30, 3966, 11, 340, 338, 1257, 13, 314, 760, 13, 9425, 11, 314, 1612, 11, 804, 11, 314, 1101, 257, 2495, 7606, 1048, 13, 51287]",0.0,-0.2640182413953416,1.6024590163934427,0.19275757670402527
7,7,2680,45.28,51.92," Yeah. Doing sports that basically require your full attention, I think is really important to my","[51287, 9425, 13, 25327, 5701, 326, 6209, 2421, 534, 1336, 3241, 11, 314, 892, 318, 1107, 1593, 284, 616, 51619]",0.0,-0.2640182413953416,1.6024590163934427,0.19275757670402527
8,8,5192,52.800000000000004,56.800000000000004, mental health and the way I just stay focused at doing everything I'm doing.,"[50407, 5110, 1535, 290, 262, 835, 314, 655, 2652, 5670, 379, 1804, 2279, 314, 1101, 1804, 13, 50607]",0.0,-0.18664794921875,1.718146718146718,0.0033270285930484533
9,9,5192,56.800000000000004,62.08, It's like I decided to get into martial arts and it's awesome. I got a ton of my friends into it.,"[50607, 632, 338, 588, 314, 3066, 284, 651, 656, 15618, 10848, 290, 340, 338, 7427, 13, 314, 1392, 257, 5680, 286, 616, 2460, 656, 340, 13, 50871]",0.0,-0.18664794921875,1.718146718146718,0.0033270285930484533
10,10,5192,62.08,68.88," We all trained together. We have a mini academy in my garage. And I guess,","[50871, 775, 477, 8776, 1978, 13, 775, 423, 257, 9927, 21531, 287, 616, 15591, 13, 843, 314, 4724, 11, 51211]",0.0,-0.18664794921875,1.718146718146718,0.0033270285930484533
11,11,5192,69.68,74.0," one of my friends is like, hey, we should go do a tournament. I was like, okay, yeah, let's do it.","[51251, 530, 286, 616, 2460, 318, 588, 11, 17207, 11, 356, 815, 467, 466, 257, 7756, 13, 314, 373, 588, 11, 8788, 11, 10194, 11, 1309, 338, 466, 340, 13, 51467]",0.0,-0.18664794921875,1.718146718146718,0.0033270285930484533
12,12,5192,74.0,79.28," I'm not going to shy away from a challenge like that. So yeah, it was awesome. It was just a lot","[51467, 314, 1101, 407, 1016, 284, 15800, 1497, 422, 257, 4427, 588, 326, 13, 1406, 10194, 11, 340, 373, 7427, 13, 632, 373, 655, 257, 1256, 51731]",0.0,-0.18664794921875,1.718146718146718,0.0033270285930484533
13,13,7928,79.28,85.04, of fun. You weren't scared. There was no fear. I don't know. I was pretty sure that I do okay.,"[50363, 286, 1257, 13, 921, 6304, 470, 12008, 13, 1318, 373, 645, 3252, 13, 314, 836, 470, 760, 13, 314, 373, 2495, 1654, 326, 314, 466, 8788, 13, 50651]",0.0,-0.15106318426913903,1.6343283582089552,0.0037186990957707167
14,14,7928,85.04,88.48," I like the confidence. Well, so for people who don't know,","[50651, 314, 588, 262, 6628, 13, 3894, 11, 523, 329, 661, 508, 836, 470, 760, 11, 50823]",0.0,-0.15106318426913903,1.6343283582089552,0.0037186990957707167
15,15,7928,88.48,94.0, Jiu Jitsu is a martial art where you're trying to break your opponent's limbs or choke them,"[50823, 42310, 449, 19831, 318, 257, 15618, 1242, 810, 345, 821, 2111, 284, 2270, 534, 6125, 338, 21755, 393, 28504, 606, 51099]",0.0,-0.15106318426913903,1.6343283582089552,0.0037186990957707167
16,16,7928,95.04,102.08, to sleep and do so with grace and elegance and efficiency and all that kind of stuff. It's a,"[51151, 284, 3993, 290, 466, 523, 351, 11542, 290, 49198, 290, 9332, 290, 477, 326, 1611, 286, 3404, 13, 632, 338, 257, 51503]",0.0,-0.15106318426913903,1.6343283582089552,0.0037186990957707167
